name,centerX,centerY
val_0.jpg,232.0,440.0
val_0.jpg,472.5,442.5
val_0.jpg,678.0,478.5
val_0.jpg,588.0,1375.0
val_0.jpg,2819.5,2992.0
val_0.jpg,611.5,5056.0
val_0.jpg,2477.0,3009.0
val_0.jpg,2079.0,4446.0
val_0.jpg,1797.0,4700.0
val_0.jpg,1801.5,4485.5
val_0.jpg,1516.5,4710.0
val_0.jpg,1172.5,4719.0
val_0.jpg,1168.5,4506.0
val_0.jpg,796.5,4695.0
val_0.jpg,2079.5,4692.0
val_0.jpg,578.0,4695.0
val_0.jpg,315.5,5187.0
val_0.jpg,291.5,4679.0
val_0.jpg,343.5,3778.0
val_0.jpg,261.5,4268.5
val_0.jpg,658.0,4108.5
val_0.jpg,839.5,4089.0
val_0.jpg,1024.0,4087.5
val_0.jpg,88.5,4956.0
val_0.jpg,1605.5,4105.5
val_0.jpg,2622.0,4640.5
val_0.jpg,3157.0,4663.5
val_0.jpg,2638.0,3019.0
val_0.jpg,840.0,5007.0
val_0.jpg,1056.0,5188.5
val_0.jpg,1346.0,5183.0
val_0.jpg,1355.0,4993.5
val_0.jpg,1611.5,5157.0
val_0.jpg,1831.0,5021.5
val_0.jpg,2894.0,4672.5
val_0.jpg,2102.0,5139.0
val_0.jpg,2796.0,5154.0
val_0.jpg,2793.5,5005.5
val_0.jpg,3025.5,5106.5
val_0.jpg,3203.5,5034.5
val_0.jpg,3414.5,5069.0
val_0.jpg,3462.5,4588.5
val_0.jpg,3332.0,4598.0
val_0.jpg,2347.5,5114.0
val_0.jpg,1785.0,4099.5
val_0.jpg,2337.5,4637.5
val_0.jpg,2124.5,4104.5
val_0.jpg,230.5,3267.0
val_0.jpg,160.0,3285.5
val_0.jpg,70.0,3289.0
val_0.jpg,214.0,3096.5
val_0.jpg,96.5,2899.5
val_0.jpg,294.0,2922.0
val_0.jpg,564.5,2957.5
val_0.jpg,576.0,3563.5
val_0.jpg,768.5,2967.5
val_0.jpg,1159.0,2977.5
val_0.jpg,1335.5,2979.5
val_0.jpg,1529.5,2978.5
val_0.jpg,1726.0,2982.5
val_0.jpg,1903.5,2997.5
val_0.jpg,2088.5,2997.5
val_0.jpg,1944.0,4095.0
val_0.jpg,963.0,2962.0
val_0.jpg,820.5,3553.0
val_0.jpg,2269.0,3011.5
val_0.jpg,2294.0,4107.0
val_0.jpg,1050.5,3552.0
val_0.jpg,2468.5,4100.5
val_0.jpg,2635.5,4103.5
val_0.jpg,2806.0,4102.5
val_0.jpg,2977.5,4090.5
val_0.jpg,3340.0,4088.0
val_0.jpg,3222.0,3579.0
val_0.jpg,2994.5,3561.0
val_0.jpg,3156.0,4105.0
val_0.jpg,2588.5,3567.5
val_0.jpg,2351.0,3548.0
val_0.jpg,2137.5,3524.5
val_0.jpg,1922.0,3563.5
val_0.jpg,1710.5,3541.5
val_0.jpg,1493.0,3543.5
val_0.jpg,1268.5,3555.5
val_0.jpg,2800.0,3560.5
val_1.jpg,1889.0,828.0
val_1.jpg,3354.0,942.0
val_1.jpg,2887.5,889.5
val_1.jpg,2634.5,851.5
val_1.jpg,2453.5,887.0
val_1.jpg,2263.0,846.5
val_1.jpg,2065.5,824.5
val_1.jpg,1709.5,812.0
val_1.jpg,302.5,3712.5
val_1.jpg,1346.0,873.5
val_1.jpg,1194.0,875.0
val_1.jpg,1044.0,858.0
val_1.jpg,827.0,744.0
val_1.jpg,543.0,724.0
val_1.jpg,242.5,693.0
val_1.jpg,3294.0,1605.5
val_1.jpg,152.5,3740.0
val_1.jpg,1509.5,807.0
val_1.jpg,3593.0,1569.5
val_1.jpg,285.5,1370.5
val_1.jpg,3147.5,1619.0
val_1.jpg,2560.5,1522.5
val_1.jpg,2407.0,1530.0
val_1.jpg,2249.0,1532.0
val_1.jpg,2091.5,1530.5
val_1.jpg,1917.5,1528.0
val_1.jpg,1713.5,1544.0
val_1.jpg,1513.5,1483.5
val_1.jpg,1278.0,1482.5
val_1.jpg,852.0,1379.0
val_1.jpg,589.0,1373.0
val_1.jpg,2673.5,1551.5
val_1.jpg,2989.0,1281.5
val_1.jpg,2940.5,1357.0
val_1.jpg,2776.0,1568.5
val_1.jpg,2948.5,1411.0
val_1.jpg,2986.5,1562.0
val_1.jpg,3092.5,1446.0
val_1.jpg,3386.0,1609.0
val_1.jpg,473.0,3675.5
val_1.jpg,3239.5,3277.5
val_1.jpg,768.0,3497.5
val_1.jpg,2351.0,3879.0
val_1.jpg,2590.0,3987.0
val_1.jpg,2574.0,3930.0
val_1.jpg,2566.0,3879.5
val_1.jpg,2571.0,3834.5
val_1.jpg,2490.5,3726.5
val_1.jpg,2801.0,3810.0
val_1.jpg,2684.5,3825.0
val_1.jpg,3044.0,3740.5
val_1.jpg,3178.0,3725.5
val_1.jpg,3332.0,3568.5
val_1.jpg,3456.0,3560.0
val_1.jpg,3565.0,3562.5
val_1.jpg,3005.5,3297.0
val_1.jpg,3104.5,3274.0
val_1.jpg,122.5,1931.5
val_1.jpg,3339.0,3269.5
val_1.jpg,2249.0,3893.5
val_1.jpg,614.0,3656.0
val_1.jpg,2415.5,4015.5
val_1.jpg,1929.0,3705.0
val_1.jpg,84.0,4391.0
val_1.jpg,218.0,4273.5
val_1.jpg,351.0,4336.5
val_1.jpg,475.0,4285.5
val_1.jpg,599.0,4227.0
val_1.jpg,731.0,4120.5
val_1.jpg,834.0,4092.0
val_1.jpg,980.0,4184.0
val_1.jpg,1082.5,4103.0
val_1.jpg,1386.5,4082.0
val_1.jpg,1617.5,4121.0
val_1.jpg,1729.5,4104.0
val_1.jpg,1826.0,4096.5
val_1.jpg,1953.0,4049.5
val_1.jpg,1778.5,3933.0
val_1.jpg,1665.0,3935.0
val_1.jpg,2023.5,3770.5
val_1.jpg,2303.5,4032.0
val_1.jpg,337.5,1913.5
val_1.jpg,1298.5,1884.5
val_1.jpg,778.0,1914.5
val_1.jpg,628.0,3024.5
val_1.jpg,479.0,3087.0
val_1.jpg,321.5,3114.0
val_1.jpg,136.0,3161.5
val_1.jpg,3343.0,2905.5
val_1.jpg,3258.5,2931.5
val_1.jpg,3186.0,2945.5
val_1.jpg,3108.5,2949.0
val_1.jpg,3018.0,2973.5
val_1.jpg,3430.0,2895.0
val_1.jpg,3523.5,2902.5
val_1.jpg,3615.0,2889.5
val_1.jpg,3601.0,2551.0
val_1.jpg,3487.5,2575.0
val_1.jpg,3383.5,2541.5
val_1.jpg,3156.0,2588.5
val_1.jpg,3636.0,2009.0
val_1.jpg,3469.0,2054.0
val_1.jpg,3361.5,2091.0
val_1.jpg,777.0,3014.0
val_1.jpg,3180.5,2051.0
val_1.jpg,915.0,3014.0
val_1.jpg,1202.0,3019.5
val_1.jpg,996.5,3578.5
val_1.jpg,1219.0,3444.5
val_1.jpg,1466.0,3398.0
val_1.jpg,1704.5,3438.5
val_1.jpg,1927.5,3386.5
val_1.jpg,2157.0,3379.0
val_1.jpg,2660.0,3251.0
val_1.jpg,2562.5,3290.0
val_1.jpg,2350.5,3317.0
val_1.jpg,2833.0,3286.0
val_1.jpg,2848.0,2813.0
val_1.jpg,2582.0,2863.5
val_1.jpg,2244.0,2873.5
val_1.jpg,2109.0,2894.5
val_1.jpg,1823.0,2907.0
val_1.jpg,1693.0,2916.0
val_1.jpg,1574.0,2975.5
val_1.jpg,1471.0,2995.5
val_1.jpg,1335.5,3002.0
val_1.jpg,1028.0,2947.0
val_1.jpg,570.5,1918.0
val_1.jpg,3577.0,3220.0
val_1.jpg,2900.5,2434.0
val_1.jpg,1868.0,2062.0
val_1.jpg,1744.0,2084.0
val_1.jpg,1558.5,2081.0
val_1.jpg,3447.0,3239.5
val_1.jpg,1344.0,2081.0
val_1.jpg,1154.5,2112.0
val_1.jpg,1298.5,2588.5
val_1.jpg,2736.5,2450.0
val_1.jpg,2620.0,2479.5
val_1.jpg,2487.5,2510.0
val_1.jpg,2339.5,2521.5
val_1.jpg,2181.0,2386.0
val_1.jpg,2185.5,2549.5
val_1.jpg,1996.0,2536.5
val_1.jpg,1816.5,2570.5
val_1.jpg,2096.5,2067.0
val_1.jpg,2407.0,2038.0
val_1.jpg,2588.5,2039.5
val_1.jpg,2554.0,1817.0
val_1.jpg,970.5,1891.5
val_1.jpg,104.5,2443.0
val_1.jpg,208.0,2422.5
val_1.jpg,308.0,2504.0
val_1.jpg,416.5,2491.5
val_1.jpg,491.0,2264.0
val_1.jpg,1582.0,2514.5
val_1.jpg,674.5,2288.5
val_1.jpg,625.0,2474.5
val_1.jpg,744.0,2486.5
val_1.jpg,839.5,2462.5
val_1.jpg,929.5,2449.5
val_1.jpg,1025.0,2436.5
val_1.jpg,2880.5,2005.0
val_1.jpg,2747.5,2021.0
val_1.jpg,528.5,2488.0
val_1.jpg,1452.0,2549.0
val_10.jpg,301.0,1463.5
val_10.jpg,1903.0,1489.5
val_10.jpg,307.0,1566.5
val_10.jpg,310.0,1689.0
val_10.jpg,739.0,1593.0
val_10.jpg,733.0,1706.0
val_10.jpg,1133.0,1475.0
val_10.jpg,1136.0,1595.0
val_10.jpg,2655.5,1525.0
val_10.jpg,2567.5,1522.0
val_10.jpg,2413.5,1669.0
val_10.jpg,1906.0,1708.5
val_10.jpg,1136.0,1708.0
val_10.jpg,1897.0,1591.0
val_10.jpg,1527.0,1592.5
val_10.jpg,2184.0,1662.0
val_10.jpg,1531.5,1502.0
val_10.jpg,1524.0,1708.0
val_10.jpg,3083.5,1531.5
val_10.jpg,2820.0,1539.5
val_10.jpg,2624.5,4633.0
val_10.jpg,2459.5,4639.0
val_10.jpg,2297.5,4664.5
val_10.jpg,2144.0,4679.5
val_10.jpg,1957.0,4635.0
val_10.jpg,1726.5,4633.0
val_10.jpg,1475.5,4664.5
val_10.jpg,1249.5,4676.0
val_10.jpg,934.0,4846.5
val_10.jpg,925.0,4728.0
val_10.jpg,937.0,4619.0
val_10.jpg,473.5,4826.0
val_10.jpg,472.0,4706.0
val_10.jpg,488.5,4559.5
val_10.jpg,3422.0,3925.0
val_10.jpg,3231.5,3988.5
val_10.jpg,3059.0,3978.5
val_10.jpg,2794.5,4094.0
val_10.jpg,2790.5,3974.0
val_10.jpg,2773.5,3833.0
val_10.jpg,2357.5,4102.5
val_10.jpg,2325.0,3988.5
val_10.jpg,2354.5,3882.0
val_10.jpg,1870.5,4109.5
val_10.jpg,1864.5,3993.5
val_10.jpg,2790.0,4626.0
val_10.jpg,2947.5,4640.0
val_10.jpg,3093.0,4676.5
val_10.jpg,3233.0,4679.5
val_10.jpg,2732.0,1519.0
val_10.jpg,3376.5,5247.0
val_10.jpg,3183.0,5290.0
val_10.jpg,3054.5,5270.0
val_10.jpg,2919.5,5275.5
val_10.jpg,2738.5,5278.0
val_10.jpg,2494.5,5411.0
val_10.jpg,2494.5,5313.5
val_10.jpg,2494.5,5215.0
val_10.jpg,2491.5,5094.0
val_10.jpg,2195.5,5315.0
val_10.jpg,2006.0,5321.0
val_10.jpg,1888.0,3871.0
val_10.jpg,1820.5,5304.0
val_10.jpg,1400.5,5444.0
val_10.jpg,1390.5,5330.0
val_10.jpg,1394.5,5212.5
val_10.jpg,1068.0,5346.0
val_10.jpg,823.5,5491.5
val_10.jpg,810.5,5414.5
val_10.jpg,806.0,5328.5
val_10.jpg,407.5,5491.5
val_10.jpg,401.0,5372.0
val_10.jpg,385.0,5243.5
val_10.jpg,93.5,5362.0
val_10.jpg,3430.0,4608.5
val_10.jpg,1638.5,5324.0
val_10.jpg,1880.0,3778.5
val_10.jpg,1188.0,3436.5
val_10.jpg,1292.5,4005.5
val_10.jpg,1124.0,2824.5
val_10.jpg,898.5,2850.0
val_10.jpg,416.5,2804.5
val_10.jpg,3460.5,2512.5
val_10.jpg,3171.5,2255.5
val_10.jpg,3018.5,2249.0
val_10.jpg,2921.5,2249.0
val_10.jpg,2843.5,2254.0
val_10.jpg,2751.0,2253.0
val_10.jpg,2592.0,2262.5
val_10.jpg,2345.0,2272.5
val_10.jpg,2102.5,2241.5
val_10.jpg,1358.5,2827.5
val_10.jpg,1856.5,2242.0
val_10.jpg,1387.5,2295.0
val_10.jpg,1186.5,2315.0
val_10.jpg,978.5,2292.5
val_10.jpg,772.0,2294.0
val_10.jpg,550.0,2281.0
val_10.jpg,313.0,2258.5
val_10.jpg,3349.0,1519.0
val_10.jpg,3261.5,1525.0
val_10.jpg,3170.5,1522.5
val_10.jpg,3008.5,1527.5
val_10.jpg,2925.0,1525.0
val_10.jpg,1499.5,3964.5
val_10.jpg,1595.5,2348.5
val_10.jpg,1592.5,2818.5
val_10.jpg,1681.0,2356.0
val_10.jpg,2035.5,2820.5
val_10.jpg,827.5,4010.0
val_10.jpg,1057.0,4006.5
val_10.jpg,1815.0,2822.5
val_10.jpg,598.0,4016.0
val_10.jpg,362.5,4011.0
val_10.jpg,3058.5,3371.0
val_10.jpg,2848.0,3363.0
val_10.jpg,2664.0,3403.5
val_10.jpg,2210.0,3413.0
val_10.jpg,2031.0,3420.0
val_10.jpg,1868.0,3420.0
val_10.jpg,1700.5,3387.0
val_10.jpg,1526.0,3411.5
val_10.jpg,2425.0,3407.5
val_10.jpg,1349.0,3431.5
val_10.jpg,2687.0,2820.5
val_10.jpg,2920.0,2804.5
val_10.jpg,3181.5,2803.5
val_10.jpg,2474.0,2831.5
val_10.jpg,299.0,3428.5
val_10.jpg,3447.5,3212.5
val_10.jpg,2256.5,2820.0
val_10.jpg,649.5,3433.5
val_10.jpg,828.0,3435.5
val_10.jpg,1012.5,3441.5
val_10.jpg,475.0,3434.0
val_100.jpg,1758.5,1770.5
val_100.jpg,1613.5,1769.5
val_100.jpg,1456.0,1773.5
val_100.jpg,2066.5,1720.5
val_100.jpg,1299.0,1776.5
val_100.jpg,690.5,1769.5
val_100.jpg,1011.0,1762.5
val_100.jpg,858.5,1765.5
val_100.jpg,428.5,1822.5
val_100.jpg,542.5,1798.0
val_100.jpg,2206.0,1778.5
val_100.jpg,352.0,1171.5
val_100.jpg,1152.0,1759.5
val_100.jpg,2325.5,1775.5
val_100.jpg,2243.0,2326.0
val_100.jpg,2705.0,1774.5
val_100.jpg,1559.5,2269.5
val_100.jpg,903.5,1283.5
val_100.jpg,1737.0,2286.0
val_100.jpg,1896.0,2308.0
val_100.jpg,2076.5,2317.5
val_100.jpg,2428.5,2336.5
val_100.jpg,2495.5,1774.5
val_100.jpg,2605.5,2345.5
val_100.jpg,3036.5,2484.5
val_100.jpg,3223.0,2440.0
val_100.jpg,3640.5,1781.0
val_100.jpg,3461.0,1750.5
val_100.jpg,3140.0,1769.0
val_100.jpg,2893.5,1765.0
val_100.jpg,2838.5,2391.5
val_100.jpg,1222.5,1264.0
val_100.jpg,1843.0,667.0
val_100.jpg,1518.5,1305.0
val_100.jpg,3179.5,593.5
val_100.jpg,2942.5,596.5
val_100.jpg,2714.0,601.5
val_100.jpg,2461.5,623.5
val_100.jpg,2168.0,701.0
val_100.jpg,1989.0,709.0
val_100.jpg,3408.0,571.0
val_100.jpg,1378.0,2286.5
val_100.jpg,1523.5,687.5
val_100.jpg,1369.5,696.5
val_100.jpg,1232.5,721.5
val_100.jpg,1091.5,721.5
val_100.jpg,949.5,728.5
val_100.jpg,809.5,733.0
val_100.jpg,1678.0,676.0
val_100.jpg,1383.5,1308.0
val_100.jpg,3618.0,571.0
val_100.jpg,3390.0,1151.0
val_100.jpg,1683.5,1298.0
val_100.jpg,1816.5,1299.0
val_100.jpg,489.0,1285.5
val_100.jpg,589.0,1291.5
val_100.jpg,1939.5,1273.5
val_100.jpg,2081.5,1283.5
val_100.jpg,3534.5,1156.0
val_100.jpg,2254.0,1286.0
val_100.jpg,2589.0,1280.5
val_100.jpg,2786.5,1073.0
val_100.jpg,2755.5,1306.5
val_100.jpg,2939.0,1280.5
val_100.jpg,3089.0,1159.0
val_100.jpg,3236.0,1154.0
val_100.jpg,2415.0,1275.5
val_100.jpg,1162.5,2278.0
val_100.jpg,997.0,3191.5
val_100.jpg,3586.0,3978.5
val_100.jpg,2193.0,3308.5
val_100.jpg,2126.5,3214.0
val_100.jpg,2382.0,3326.5
val_100.jpg,2299.5,3313.5
val_100.jpg,2597.5,3363.5
val_100.jpg,2718.5,3352.5
val_100.jpg,2812.0,3394.0
val_100.jpg,2526.5,3262.0
val_100.jpg,2997.0,3344.5
val_100.jpg,3209.0,3325.0
val_100.jpg,3423.5,3247.0
val_100.jpg,3628.0,3380.5
val_100.jpg,3615.5,2561.5
val_100.jpg,3401.0,2525.0
val_100.jpg,2831.0,2845.5
val_100.jpg,2670.5,2839.5
val_100.jpg,2530.0,2828.5
val_100.jpg,449.5,718.0
val_100.jpg,967.0,2267.0
val_100.jpg,764.5,2259.0
val_100.jpg,563.5,2254.0
val_100.jpg,229.0,2503.5
val_100.jpg,601.5,2648.0
val_100.jpg,2022.5,3300.0
val_100.jpg,834.0,2664.0
val_100.jpg,1200.0,2708.5
val_100.jpg,1388.0,2742.0
val_100.jpg,1583.5,2756.0
val_100.jpg,1784.0,2775.0
val_100.jpg,2232.5,2802.5
val_100.jpg,2392.0,2821.5
val_100.jpg,1022.5,2695.5
val_100.jpg,3586.0,4383.5
val_100.jpg,1862.5,3239.5
val_100.jpg,1654.5,3241.5
val_100.jpg,3319.0,4090.5
val_100.jpg,3306.0,4377.0
val_100.jpg,3020.5,4167.0
val_100.jpg,2806.0,4135.0
val_100.jpg,2600.0,4183.5
val_100.jpg,2402.5,4080.5
val_100.jpg,2200.0,4051.5
val_100.jpg,2017.0,4074.0
val_100.jpg,1893.5,4076.5
val_100.jpg,1794.5,3990.0
val_100.jpg,1702.0,3892.5
val_100.jpg,1544.5,4000.5
val_100.jpg,1421.0,3982.0
val_100.jpg,1296.0,3958.5
val_100.jpg,1205.5,3874.0
val_100.jpg,1144.0,3801.5
val_100.jpg,1060.0,3850.0
val_100.jpg,791.5,3126.0
val_100.jpg,851.0,3157.5
val_100.jpg,1503.0,3164.5
val_100.jpg,1335.5,3184.5
val_100.jpg,1196.5,3172.5
val_100.jpg,1091.5,3196.5
val_100.jpg,1790.0,3260.0
val_100.jpg,920.5,3185.5
val_100.jpg,741.0,3054.0
val_100.jpg,603.0,3086.0
val_100.jpg,480.0,3818.0
val_100.jpg,576.0,3853.0
val_100.jpg,794.0,3886.5
val_100.jpg,956.5,3799.0
val_100.jpg,987.0,3030.0
val_100.jpg,2018.0,2787.0
val_100.jpg,643.0,700.0
val_101.jpg,1912.0,3372.5
val_101.jpg,1285.0,3346.0
val_101.jpg,1145.0,3316.5
val_101.jpg,1002.0,3316.5
val_101.jpg,865.0,3316.5
val_101.jpg,740.5,3314.5
val_101.jpg,599.5,3326.5
val_101.jpg,439.0,3327.5
val_101.jpg,2696.5,2805.5
val_101.jpg,2415.0,2817.5
val_101.jpg,2152.0,2737.5
val_101.jpg,1932.0,2742.5
val_101.jpg,1380.5,3347.5
val_101.jpg,2156.0,2881.0
val_101.jpg,1742.5,2896.5
val_101.jpg,1558.0,2891.5
val_101.jpg,1730.0,2745.5
val_101.jpg,1558.0,2755.0
val_101.jpg,1418.5,2846.0
val_101.jpg,1331.0,2844.5
val_101.jpg,1225.5,2815.5
val_101.jpg,1101.5,2811.5
val_101.jpg,978.5,2810.5
val_101.jpg,850.5,2814.5
val_101.jpg,685.5,2815.5
val_101.jpg,1943.5,2892.0
val_101.jpg,1512.5,3256.5
val_101.jpg,1528.5,3391.0
val_101.jpg,1712.5,3385.5
val_101.jpg,2643.0,3712.0
val_101.jpg,2446.5,3707.5
val_101.jpg,2278.0,3709.5
val_101.jpg,2628.5,3865.5
val_101.jpg,2450.0,3857.0
val_101.jpg,2269.5,3863.5
val_101.jpg,1994.0,3790.0
val_101.jpg,1853.0,3781.5
val_101.jpg,1710.0,3780.0
val_101.jpg,1548.5,3722.0
val_101.jpg,1567.5,3869.5
val_101.jpg,1387.0,3861.0
val_101.jpg,1370.5,3726.0
val_101.jpg,1207.5,3793.0
val_101.jpg,1075.0,3800.0
val_101.jpg,957.0,3794.0
val_101.jpg,830.5,3791.5
val_101.jpg,677.5,3804.0
val_101.jpg,508.0,3789.0
val_101.jpg,2692.0,3315.5
val_101.jpg,2398.5,3314.5
val_101.jpg,2176.5,3301.0
val_101.jpg,2070.5,3303.0
val_101.jpg,1882.5,3223.5
val_101.jpg,1689.5,3241.0
val_101.jpg,531.5,2812.5
val_101.jpg,2695.5,2285.5
val_101.jpg,2127.0,3791.5
val_101.jpg,2123.5,2060.0
val_101.jpg,2109.0,1717.0
val_101.jpg,2104.5,1817.0
val_101.jpg,1863.5,1481.5
val_101.jpg,1877.0,1650.5
val_101.jpg,1880.5,1807.0
val_101.jpg,1657.0,1662.0
val_101.jpg,1662.5,1814.5
val_101.jpg,1498.0,1739.5
val_101.jpg,1407.0,1743.5
val_101.jpg,1307.5,1766.0
val_101.jpg,1199.0,1767.0
val_101.jpg,1078.5,1727.5
val_101.jpg,937.5,1722.0
val_101.jpg,792.0,1731.0
val_101.jpg,656.0,1727.0
val_101.jpg,514.0,1717.5
val_101.jpg,334.0,1712.5
val_101.jpg,2988.0,823.5
val_101.jpg,2630.5,828.0
val_101.jpg,2292.5,837.5
val_101.jpg,939.0,535.0
val_101.jpg,1904.5,882.0
val_101.jpg,1422.5,870.0
val_101.jpg,950.0,879.5
val_101.jpg,2409.0,2291.5
val_101.jpg,2109.0,1611.0
val_101.jpg,2367.5,1693.5
val_101.jpg,1587.0,533.0
val_101.jpg,2634.5,1700.0
val_101.jpg,2507.5,1704.0
val_101.jpg,1690.0,2094.0
val_101.jpg,1521.5,2096.0
val_101.jpg,1906.5,2075.5
val_101.jpg,1908.5,2219.0
val_101.jpg,1704.5,2238.0
val_101.jpg,1533.5,2242.0
val_101.jpg,2136.0,2371.0
val_101.jpg,1930.0,2375.0
val_101.jpg,1714.5,2374.5
val_101.jpg,1539.0,2378.5
val_101.jpg,1394.5,2342.5
val_101.jpg,1302.5,2338.0
val_101.jpg,2130.5,2216.5
val_101.jpg,1106.5,2301.5
val_101.jpg,1211.5,2338.5
val_101.jpg,2774.5,1721.0
val_101.jpg,3194.5,1699.0
val_101.jpg,2765.5,1443.5
val_101.jpg,3436.0,1640.5
val_101.jpg,2930.0,1714.5
val_101.jpg,435.0,2282.5
val_101.jpg,581.5,2293.5
val_101.jpg,716.5,2309.5
val_101.jpg,850.5,2311.0
val_101.jpg,974.0,2308.0
val_102.jpg,4724.0,2570.0
val_102.jpg,4538.5,2680.5
val_102.jpg,4662.5,2597.5
val_102.jpg,4833.5,2528.0
val_102.jpg,4586.5,2349.5
val_102.jpg,4526.5,2376.0
val_102.jpg,4601.0,2485.5
val_102.jpg,4532.5,2527.0
val_102.jpg,4596.5,2640.5
val_102.jpg,4664.0,2457.5
val_102.jpg,4219.0,2497.5
val_102.jpg,4375.0,2428.5
val_102.jpg,4374.5,2279.0
val_102.jpg,4449.0,2407.5
val_102.jpg,4460.5,2559.5
val_102.jpg,4467.0,2718.0
val_102.jpg,4386.5,2583.0
val_102.jpg,4382.5,2736.5
val_102.jpg,4288.5,2306.0
val_102.jpg,4298.5,2456.5
val_102.jpg,4308.0,2620.5
val_102.jpg,4300.5,2775.5
val_102.jpg,4451.0,2254.0
val_102.jpg,4718.5,2428.0
val_102.jpg,3448.5,2254.0
val_102.jpg,4649.0,2190.5
val_102.jpg,4018.0,1946.0
val_102.jpg,4020.0,2117.0
val_102.jpg,4225.5,2659.0
val_102.jpg,3913.5,1966.5
val_102.jpg,3908.0,2150.0
val_102.jpg,3808.0,1968.5
val_102.jpg,3804.5,2167.0
val_102.jpg,3691.5,2008.0
val_102.jpg,3692.5,2190.0
val_102.jpg,3567.5,2017.0
val_102.jpg,4655.0,2331.5
val_102.jpg,3571.0,2218.5
val_102.jpg,3312.5,2081.0
val_102.jpg,3304.5,2276.5
val_102.jpg,3160.5,2114.5
val_102.jpg,3155.5,2334.0
val_102.jpg,2984.5,2144.5
val_102.jpg,3013.5,2374.0
val_102.jpg,2838.5,2411.5
val_102.jpg,2645.5,2448.0
val_102.jpg,4714.0,2163.5
val_102.jpg,4725.0,2310.5
val_102.jpg,3445.5,2044.0
val_102.jpg,4227.0,2820.0
val_102.jpg,3496.5,3181.0
val_102.jpg,4127.5,2522.5
val_102.jpg,3334.5,2830.0
val_102.jpg,3334.0,3044.5
val_102.jpg,3358.5,3255.0
val_102.jpg,3182.5,2664.0
val_102.jpg,3191.0,2880.5
val_102.jpg,3191.0,3099.0
val_102.jpg,3216.5,3335.0
val_102.jpg,3016.5,2714.0
val_102.jpg,3031.5,2946.5
val_102.jpg,3036.5,3161.5
val_102.jpg,3322.5,2622.5
val_102.jpg,3062.0,3384.5
val_102.jpg,2858.5,3008.5
val_102.jpg,2869.5,3240.5
val_102.jpg,2896.0,3483.0
val_102.jpg,2675.0,2837.5
val_102.jpg,2679.5,3086.0
val_102.jpg,2692.0,3320.5
val_102.jpg,2718.5,3575.0
val_102.jpg,2500.5,3427.5
val_102.jpg,4123.0,2105.5
val_102.jpg,2509.5,3602.5
val_102.jpg,2851.0,2767.5
val_102.jpg,4124.0,2364.5
val_102.jpg,3480.5,2967.0
val_102.jpg,3453.0,2581.0
val_102.jpg,4029.0,2372.5
